,image_id,question,question_id,answer
6923,11985,Do both sofas match?,119851,yes
6924,900119851,Do both sofas match?,900119851,no
6925,11391,Is the boy angry?,113911,no
6926,900113911,Is the boy angry?,900113911,yes
6927,14830,Do the adults pants match?,148301,yes
6928,900148301,Do the adults pants match?,900148301,no
6929,6099,Is there a bench?,60992,yes
6930,900060992,Is there a bench?,900060992,no
6931,16978,Does the sky touch the ground?,169782,no
6932,4325,Is there a place to sit other than the floor?,43252,no
6933,900043252,Is there a place to sit other than the floor?,900043252,yes
6934,18711,Is anyone joining the woman for lunch?,187111,no
6935,900187111,Is anyone joining the woman for lunch?,900187111,yes
6936,183,Is the old man attacking bees with a bat?,1831,yes
6937,900001831,Is the old man attacking bees with a bat?,900001831,no
6938,1270,Does this lady have a skirt on?,12702,no
6939,19811,IS the plant sitting under the window?,198110,yes
6940,900198110,IS the plant sitting under the window?,900198110,no
6941,2246,Is the scooter red?,22460,yes
6942,7162,Does the tree have leaves?,71622,no
6943,900071622,Does the tree have leaves?,900071622,yes
6944,14190,Are they inside?,141901,no
6945,2387,Is this indoors?,23872,no
6946,5492,Is the man sitting on a couch?,54922,no
6947,900054922,Is the man sitting on a couch?,900054922,yes
6948,7941,Is the man feeding the dog?,79411,no
6949,900079411,Is the man feeding the dog?,900079411,yes
6950,13580,Is she getting on the bike?,135800,yes
6951,900135800,Is she getting on the bike?,900135800,no
6952,18203,Did the boy hit the ball?,182030,yes
6953,900182030,Did the boy hit the ball?,900182030,no
6954,5414,Is the little boy chasing a cat through the park?,54140,yes
6955,900054140,Is the little boy chasing a cat through the park?,900054140,no
6956,4790,Does the boy want to play with the girl?,47900,yes
6957,900047900,Does the boy want to play with the girl?,900047900,no
6958,16286,Did grandma almost step on a mouse?,162860,yes
6959,900162860,Did grandma almost step on a mouse?,900162860,no
6960,6883,Are there toys in the sandbox?,68832,no
6961,900068832,Are there toys in the sandbox?,900068832,yes
6962,7747,Will the drapes fall?,77472,no
6963,8922,Is this woman expecting someone else to join her?,89220,yes
6964,900089220,Is this woman expecting someone else to join her?,900089220,no
6965,3263,Does the old lady happy to see the cat on the table?,32631,no
6966,900032631,Does the old lady happy to see the cat on the table?,900032631,yes
6967,1128,Does the girl like the food on the plate?,11280,yes
6968,900011280,Does the girl like the food on the plate?,900011280,no
6969,18030,Is the woman on the road old?,180302,yes
6970,900180302,Is the woman on the road old?,900180302,no
6971,9004,Is the man trying to make the woman laugh?,90041,yes
6972,900090041,Is the man trying to make the woman laugh?,900090041,no
6973,7543,Was the man on the floor brutally assaulted?,75431,no
6974,900075431,Was the man on the floor brutally assaulted?,900075431,yes
6975,7099,Does this seem like a popular time of day to visit the park?,70992,yes
6976,900070992,Does this seem like a popular time of day to visit the park?,900070992,no
6977,14013,Are there any coats on the rack?,140131,no
6978,17191,Is there a basket on a mat?,171912,yes
6979,900171912,Is there a basket on a mat?,900171912,no
6980,5067,Is the man bird watching?,50671,yes
6981,900050671,Is the man bird watching?,900050671,no
6982,13421,Are the children being supervised?,134210,yes
6983,900134210,Are the children being supervised?,900134210,no
6984,2327,Is the bird trying to land on the boy's head?,23271,no
6985,900023271,Is the bird trying to land on the boy's head?,900023271,yes
6986,8139,Are there birds in the picture?,81390,no
6987,900081390,Are there birds in the picture?,900081390,yes
6988,18752,Is there a red skateboard in this image?,187521,yes
6989,900187521,Is there a red skateboard in this image?,900187521,no
6990,15453,Is the woman on the bench preparing to leave the park?,154530,no
6991,16835,Is the dog in the bed?,168351,no
6992,900168351,Is the dog in the bed?,900168351,yes
6993,14848,Is that her bicycle?,148482,yes
6994,900148482,Is that her bicycle?,900148482,no
6995,18567,Is the dog running to the girl?,185671,yes
6996,900185671,Is the dog running to the girl?,900185671,no
6997,7500,Does the dog have a lot of space in its bed?,75002,yes
6998,900075002,Does the dog have a lot of space in its bed?,900075002,no
6999,19547,Does the girl have a stomach ache?,195471,yes
7000,900195471,Does the girl have a stomach ache?,900195471,no
7001,3239,Are the women wearing the same kind of shirt?,32391,yes
7002,17594,Is the boy lying down?,175942,yes
7003,900175942,Is the boy lying down?,900175942,no
7004,2942,Is the picture on the wall of the woman on the couch?,29420,no
7005,7970,Does the old woman want the dog on the table?,79700,no
7006,900079700,Does the old woman want the dog on the table?,900079700,yes
7007,4311,Is the boy in trouble?,43112,yes
7008,900043112,Is the boy in trouble?,900043112,no
7009,1574,Is there a pond?,15740,yes
7010,900015740,Is there a pond?,900015740,no
7011,10568,Are there mushrooms in this scene?,105680,yes
7012,900105680,Are there mushrooms in this scene?,900105680,no
7013,12364,Is the woman sad?,123642,no
7014,900123642,Is the woman sad?,900123642,yes
7015,13580,Is there anyone on the bench?,135801,no
7016,900135801,Is there anyone on the bench?,900135801,yes
7017,1154,Would the bees need to travel far to find flowers?,11540,no
7018,900011540,Would the bees need to travel far to find flowers?,900011540,yes
7019,9288,Is there a picture on the wall?,92882,yes
7020,900092882,Is there a picture on the wall?,900092882,no
7021,5472,Is the television turned on?,54720,no
7022,900054720,Is the television turned on?,900054720,yes
7023,1177,Is this the same person?,11770,no
7024,900011770,Is this the same person?,900011770,yes
7025,4622,Does this woman want a hug?,46221,yes
7026,900046221,Does this woman want a hug?,900046221,no
7027,17717,Is the boy having a snack?,177170,yes
7028,900177170,Is the boy having a snack?,900177170,no
7029,18332,Is the beehive dormant?,183322,yes
7030,900183322,Is the beehive dormant?,900183322,no
7031,15454,Is the cat eating anything?,154541,no
7032,900154541,Is the cat eating anything?,900154541,yes
7033,4880,Is the dog sleeping?,48801,yes
7034,900048801,Is the dog sleeping?,900048801,no
7035,16244,Is the yellow bucket empty?,162442,yes
7036,7910,Does the man have lots of hair?,79102,no
7037,900079102,Does the man have lots of hair?,900079102,yes
7038,3919,Is the woman sad?,39191,no
7039,900039191,Is the woman sad?,900039191,yes
7040,7890,Are they having a sleepover?,78900,yes
7041,900078900,Are they having a sleepover?,900078900,no
7042,14978,Is the boy in the air?,149780,yes
7043,900149780,Is the boy in the air?,900149780,no
7044,6508,Is this in a zoo?,65080,no
7045,661,Are there any leaves on the tree?,6611,no
7046,900006611,Are there any leaves on the tree?,900006611,yes
7047,18905,Is the mom mad that there is toys everywhere?,189050,yes
7048,900189050,Is the mom mad that there is toys everywhere?,900189050,no
7049,8456,Is the lady surprised?,84562,yes
7050,900084562,Is the lady surprised?,900084562,no
7051,6357,Will the boy sitting on the floor get his pants dirty?,63571,no
7052,900063571,Will the boy sitting on the floor get his pants dirty?,900063571,yes
7053,8685,Does the white cat see a mouse?,86852,no
7054,900086852,Does the white cat see a mouse?,900086852,yes
7055,19959,Is the little girl kneeling in front of a painting?,199592,yes
7056,900199592,Is the little girl kneeling in front of a painting?,900199592,no
7057,3564,Is the old man wanting to drink the whole bottle?,35642,yes
7058,900035642,Is the old man wanting to drink the whole bottle?,900035642,no
7059,1216,Is the old man about to eat that bone?,12160,no
7060,900012160,Is the old man about to eat that bone?,900012160,yes
7061,15618,Is the lady starting to dance?,156180,yes
7062,900156180,Is the lady starting to dance?,900156180,no
7063,18067,Is the woman drinking?,180670,yes
7064,900180670,Is the woman drinking?,900180670,no
7065,11164,Has the pie been slices?,111640,no
7066,900111640,Has the pie been slices?,900111640,yes
7067,4301,Are there kids in the picture?,43012,no
7068,900043012,Are there kids in the picture?,900043012,yes
7069,16943,Are there clouds in the sky?,169432,no
7070,900169432,Are there clouds in the sky?,900169432,yes
7071,12640,Are they leaving because of the bees?,126400,yes
7072,900126400,Are they leaving because of the bees?,900126400,no
7073,18163,Does walking on this log look like a safe activity?,181631,no
7074,900181631,Does walking on this log look like a safe activity?,900181631,yes
7075,18199,Is this safe?,181992,no
7076,900181992,Is this safe?,900181992,yes
7077,13500,Did the man drop the baby?,135000,no
7078,900135000,Did the man drop the baby?,900135000,yes
7079,10737,Is the brown dog chasing the boy?,107370,no
7080,900107370,Is the brown dog chasing the boy?,900107370,yes
7081,16277,Did the boy steal the pink doll?,162770,yes
7082,900162770,Did the boy steal the pink doll?,900162770,no
7083,4552,Is the boy doing homework?,45521,yes
7084,900045521,Is the boy doing homework?,900045521,no
7085,16917,Does the dog like being petted?,169171,yes
7086,900169171,Does the dog like being petted?,900169171,no
7087,16271,Are they getting ready to hop on their bikes?,162711,yes
7088,900162711,Are they getting ready to hop on their bikes?,900162711,no
7089,16959,Is there a pattern on the curtains?,169590,yes
7090,900169590,Is there a pattern on the curtains?,900169590,no
7091,2667,Is it sunny out?,26671,yes
7092,900026671,Is it sunny out?,900026671,no
7093,8201,Did the woman fall down?,82012,yes
7094,900082012,Did the woman fall down?,900082012,no
7095,19378,Is this man drinking a beverage?,193781,no
7096,900193781,Is this man drinking a beverage?,900193781,yes
7097,1416,Is this girl laughing at the ceiling?,14161,no
7098,900014161,Is this girl laughing at the ceiling?,900014161,yes
7099,1657,Is the butterfly chasing the man?,16570,no
7100,900016570,Is the butterfly chasing the man?,900016570,yes
7101,1845,Is the dog jumping at the sun?,18450,no
7102,900018450,Is the dog jumping at the sun?,900018450,yes
7103,1332,Is the girl jumping off the handlebars?,13320,yes
7104,900013320,Is the girl jumping off the handlebars?,900013320,no
7105,2725,Is the girl looking at the dog?,27252,no
7106,900027252,Is the girl looking at the dog?,900027252,yes
7107,17397,Is the woman sitting next to a blanket?,173971,yes
7108,900173971,Is the woman sitting next to a blanket?,900173971,no
7109,2883,Is the bookshelf empty?,28830,no
7110,900028830,Is the bookshelf empty?,900028830,yes
7111,8703,Is there furniture in the dollhouse?,87032,no
7112,8998,Is there space on the mantle place for a picture?,89982,yes
7113,900089982,Is there space on the mantle place for a picture?,900089982,no
7114,18676,Is there chips and salsa on one of the plates?,186761,yes
7115,900186761,Is there chips and salsa on one of the plates?,900186761,no
7116,1860,Is the sun partially blocked?,18600,yes
7117,900018600,Is the sun partially blocked?,900018600,no
7118,7577,Does this man come to the park everyday?,75771,yes
7119,900075771,Does this man come to the park everyday?,900075771,no
7120,10472,Is there a fire?,104720,yes
7121,900104720,Is there a fire?,900104720,no
7122,17425,Are the curtains touching the floors?,174252,no
7123,900174252,Are the curtains touching the floors?,900174252,yes
7124,13650,Should the man watch out for cars?,136502,no
7125,13527,Is the child playing with the doll house?,135271,no
7126,900135271,Is the child playing with the doll house?,900135271,yes
7127,17895,Is it cloudy?,178952,no
7128,900178952,Is it cloudy?,900178952,yes
7129,16553,Has the woman be eating or drinking?,165531,yes
7130,900165531,Has the woman be eating or drinking?,900165531,no
7131,4323,Did the dog go down the slide?,43231,no
7132,900043231,Did the dog go down the slide?,900043231,yes
7133,13921,Is the dog owned by the man?,139212,yes
7134,900139212,Is the dog owned by the man?,900139212,no
7135,19677,Is there a portrait on the wall?,196772,yes
7136,900196772,Is there a portrait on the wall?,900196772,no
7137,13088,Is the boy being neglected by his parents?,130882,yes
7138,900130882,Is the boy being neglected by his parents?,900130882,no
7139,14637,Is the little girl excited to see the lady with the scooter?,146372,yes
7140,900146372,Is the little girl excited to see the lady with the scooter?,900146372,no
7141,16125,Is the man standing?,161250,no
7142,900161250,Is the man standing?,900161250,yes
7143,7600,Is the park full of foliage?,76002,no
7144,900076002,Is the park full of foliage?,900076002,yes
7145,5128,Is there the sun?,51282,no
7146,900051282,Is there the sun?,900051282,yes
7147,9322,Are the bees chasing the girl?,93220,no
7148,900093220,Are the bees chasing the girl?,900093220,yes
7149,4105,Is the woman riding the scooter?,41051,no
